Review,Liked,cleaned,vader_neg,vader_neu,vader_pos,vader_compound,vader_pred
By far the BEST cheesecurds we have ever had!,1,far best cheesecurds ever,0.0,0.605,0.395,0.7371,1
Reasonably priced also!,1,reasonably priced also,0.0,1.0,0.0,0.0,0
Everything was perfect the night we were in.,1,everything perfect night,0.0,0.654,0.346,0.5719,1
The food is very good for your typical bar food.,1,food good typical bar food,0.0,0.738,0.262,0.4927,1
it was a drive to get there.,0,drive get,0.0,1.0,0.0,0.0,0
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,first glance lovely bakery cafe nice ambiance clean friendly staff,0.0,0.419,0.581,0.91,1
"Anyway, I do not think i will go back there.",0,anyway not think go back,0.0,1.0,0.0,0.0,0
"Point your finger at any item on the menu, order it and you won't be disappointed.",1,point finger item menu order not disappointed,0.0,0.855,0.145,0.3724,1
"Oh this is such a thing of beauty, this restaurant.",1,oh thing beauty restaurant,0.0,0.678,0.322,0.5859,1
If you haven't gone here GO NOW!,1,not gone go,0.0,1.0,0.0,0.0,0
"A greasy, unhealthy meal.",0,greasy unhealthy meal,0.63,0.37,0.0,-0.5267,0
first time there and might just be the last.,0,first time might last,0.0,1.0,0.0,0.0,0
Those burgers were amazing.,1,burger amazing,0.0,0.441,0.559,0.5859,1
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,similarly delivery man not say word apology food minute late,0.0,0.93,0.07,0.0516,1
And it was way to expensive.,0,way expensive,0.0,1.0,0.0,0.0,0
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,sure order dessert even need pack go tiramisu cannoli die,0.149,0.763,0.088,-0.3818,0
This was my first time and I can't wait until the next.,1,first time not wait next,0.0,1.0,0.0,0.0,0
The bartender was also nice.,1,bartender also nice,0.0,0.588,0.412,0.4215,1
Everything was good and tasty!,1,everything good tasty,0.0,0.556,0.444,0.4926,1
This place is two thumbs up....way up.,1,place two thumb way,0.0,1.0,0.0,0.0,0
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,best place vega breakfast check sat sun,0.0,0.741,0.259,0.6369,1
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,love authentic mexican food want whole bunch interesting yet delicious meat choose need try place,0.0,0.627,0.373,0.8979,1
Terrible management.,0,terrible management,0.756,0.244,0.0,-0.4767,0
An excellent new restaurant by an experienced Frenchman.,1,excellent new restaurant experienced frenchman,0.0,0.654,0.346,0.5719,1
If there were zero stars I would give it zero stars.,0,zero star would give zero star,0.0,1.0,0.0,0.0,0
"Great steak, great sides, great wine, amazing desserts.",1,great steak great side great wine amazing dessert,0.0,0.199,0.801,0.9524,1
Worst martini ever!,0,worst martini ever,0.687,0.313,0.0,-0.6588,0
The steak and the shrimp are in my opinion the best entrees at GC.,1,steak shrimp opinion best entree gc,0.0,0.756,0.244,0.6369,1
I had the opportunity today to sample your amazing pizzas!,1,opportunity today sample amazing pizza,0.0,0.504,0.496,0.784,1
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,waited thirty minute seated although vacant table folk waiting,0.0,1.0,0.0,0.0,0
The yellowtail carpaccio was melt in your mouth fresh.,1,yellowtail carpaccio melt mouth fresh,0.0,0.777,0.223,0.3182,1
I won't try going back there even if it's empty.,0,not try going back even empty,0.184,0.816,0.0,-0.2023,0
"No, I'm going to eat the potato that I found some strangers hair in it.",0,no going eat potato found stranger hair,0.145,0.855,0.0,-0.296,0
Just spicy enough.. Perfect actually.,1,spicy enough perfect actually,0.0,0.519,0.481,0.5719,1
Last night was my second time dining here and I was so happy I decided to go back!,1,last night second time dining happy decided go back,0.0,0.749,0.251,0.7213,1
"not even a ""hello, we will be right with you.""",0,not even hello right,0.0,1.0,0.0,0.0,0
The desserts were a bit strange.,0,dessert bit strange,0.31,0.69,0.0,-0.2023,0
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,boyfriend came first time recent trip vega could not pleased quality food service,0.0,0.894,0.106,0.4927,1
"I really do recommend this place, you can go wrong with this donut place!",1,really recommend place go wrong donut place,0.198,0.641,0.162,-0.1565,0
Nice ambiance.,1,nice ambiance,0.0,0.263,0.737,0.4215,1
I would recommend saving room for this!,1,would recommend saving room,0.0,0.642,0.358,0.4199,1
I guess maybe we went on an off night but it was disgraceful.,0,guess maybe went night disgraceful,0.0,1.0,0.0,0.0,0
"However, my recent experience at this particular location was not so good.",0,however recent experience particular location not good,0.216,0.784,0.0,-0.464,0
"I know this is not like the other restaurants at all, something is very off here!",0,know not like restaurant something,0.146,0.854,0.0,-0.3404,0
AVOID THIS ESTABLISHMENT!,0,avoid establishment,0.555,0.445,0.0,-0.3595,0
I think this restaurant suffers from not trying hard enough.,0,think restaurant suffers not trying hard enough,0.272,0.614,0.114,-0.4222,0
All of the tapas dishes were delicious!,1,tapa dish delicious,0.0,0.6,0.4,0.6114,1
I *heart* this place.,1,heart place,0.0,1.0,0.0,0.0,0
My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,salad bland vinegrette baby green heart palm,0.0,1.0,0.0,0.0,0
After two I felt disgusting.,0,two felt disgusting,0.531,0.469,0.0,-0.5267,0
A good time!,1,good time,0.0,0.239,0.761,0.4926,1
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,believe place great stop huge belly hankering sushi,0.102,0.602,0.296,0.6369,1
Generous portions and great taste.,1,generous portion great taste,0.0,0.288,0.712,0.8126,1
I will never go back to this place and will never ever recommended this place to anyone!,0,never go back place never ever recommended place anyone,0.112,0.888,0.0,-0.2225,0
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,server went back forth several time not even much helped,0.0,1.0,0.0,0.0,0
Food was delicious!,1,food delicious,0.0,0.334,0.666,0.6114,1
AN HOUR... seriously?,0,hour seriously,0.459,0.541,0.0,-0.1779,0
I consider this theft.,0,consider theft,0.0,1.0,0.0,0.0,0
Eew... This location needs a complete overhaul.,0,eew location need complete overhaul,0.0,1.0,0.0,0.0,0
We recently witnessed her poor quality of management towards other guests as well.,0,recently witnessed poor quality management towards guest well,0.191,0.679,0.13,-0.25,0
Waited and waited and waited.,0,waited waited waited,0.0,1.0,0.0,0.0,0
"He also came back to check on us regularly, excellent service.",1,also came back check u regularly excellent service,0.0,0.73,0.27,0.5719,1
Our server was super nice and checked on us many times.,1,server super nice checked u many time,0.0,0.573,0.427,0.7717,1
"The pizza tasted old, super chewy in not a good way.",0,pizza tasted old super chewy not good way,0.168,0.559,0.273,0.3599,1
I swung in to give them a try but was deeply disappointed.,0,swung give try deeply disappointed,0.338,0.662,0.0,-0.6798,0
Service was good and the company was better!,1,service good company better,0.0,0.496,0.504,0.7263,1
The staff are also very friendly and efficient.,1,staff also friendly efficient,0.0,0.478,0.522,0.762,1
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,service fan quick served nice folk,0.0,0.746,0.254,0.6249,1
Boy was that sucker dry!!.,0,boy sucker dry,0.499,0.501,0.0,-0.6103,0
Over rated.,0,rated,0.0,1.0,0.0,0.0,0
"If you look for authentic Thai food, go else where.",0,look authentic thai food go else,0.0,1.0,0.0,0.0,0
Their steaks are 100% recommended!,1,steak recommended,0.0,0.657,0.343,0.2714,1
After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,pulled car waited another minute acknowledged,0.0,1.0,0.0,0.0,0
Great food and great service in a clean and friendly setting.,1,great food great service clean friendly setting,0.0,0.299,0.701,0.9337,1
"All in all, I can assure you I'll be back.",1,assure back,0.0,0.769,0.231,0.34,1
I hate those things as much as cheap quality black olives.,0,hate thing much cheap quality black olive,0.291,0.709,0.0,-0.5719,0
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,breakfast perpared great beautiful presentation giant slice toast lightly dusted powdered sugar,0.0,0.667,0.333,0.8402,1
The kids play area is NASTY!,0,kid play area nasty,0.42,0.363,0.218,-0.4981,0
Great place fo take out or eat in.,1,great place fo take eat,0.0,0.631,0.369,0.6249,1
The waitress was friendly and happy to accomodate for vegan/veggie options.,1,waitress friendly happy accomodate vegan veggie option,0.0,0.566,0.434,0.7845,1
OMG I felt like I had never eaten Thai food until this dish.,1,omg felt like never eaten thai food dish,0.0,0.8,0.2,0.3612,1
"It was extremely ""crumby"" and pretty tasteless.",0,extremely crumby pretty tasteless,0.0,0.634,0.366,0.5367,1
It was a pale color instead of nice and char and has NO flavor.,0,pale color instead nice char no flavor,0.175,0.657,0.167,-0.0343,0
The croutons also taste homemade which is an extra plus.,1,crouton also taste homemade extra plus,0.0,1.0,0.0,0.0,0
I got home to see the driest damn wings ever!,0,got home see driest damn wing ever,0.272,0.728,0.0,-0.4574,0
It'll be a regular stop on my trips to Phoenix!,1,regular stop trip phoenix,0.238,0.762,0.0,-0.3595,0
I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast.,1,really enjoyed crema café expanded even told friend best breakfast,0.0,0.508,0.492,0.9123,1
Not good for the money.,0,not good money,0.376,0.624,0.0,-0.3412,0
I miss it and wish they had one in Philadelphia!,1,miss wish one philadelphia,0.138,0.604,0.258,0.3382,1
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,got sitting fairly fast ended waiting minute place order another minute food arrived,0.0,1.0,0.0,0.0,0
They also have the best cheese crisp in town.,1,also best cheese crisp town,0.0,0.656,0.344,0.6369,1
"Good value, great food, great service.",1,good value great food great service,0.0,0.129,0.871,0.926,1
Couldn't ask for a more satisfying meal.,1,could not ask satisfying meal,0.0,0.603,0.397,0.5095,1
The food is good.,1,food good,0.0,0.508,0.492,0.4404,1
It was awesome.,1,awesome,0.0,0.328,0.672,0.6249,1
I just wanted to leave.,0,wanted leave,0.286,0.714,0.0,-0.0516,0
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,made drive way north scottsdale not one bit disappointed,0.0,0.841,0.159,0.4303,1
I will not be eating there again.,0,not eating,0.0,1.0,0.0,0.0,0
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,owner really really need quit soooooo cheap let wrap freaking sandwich two paper not one,0.145,0.855,0.0,-0.5242,0
I checked out this place a couple years ago and was not impressed.,0,checked place couple year ago not impressed,0.203,0.797,0.0,-0.3724,0
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,chicken got definitely reheated ok wedge cold soggy,0.0,0.741,0.259,0.5994,1
"Sorry, I will not be getting food from here anytime soon :(",0,sorry not getting food anytime soon,0.318,0.682,0.0,-0.4939,0
An absolute must visit!,1,absolute must visit,0.0,1.0,0.0,0.0,0
The cow tongue and cheek tacos are amazing.,1,cow tongue cheek taco amazing,0.0,0.648,0.352,0.5859,1
My friend did not like his Bloody Mary.,0,friend not like bloody mary,0.166,0.393,0.441,0.5417,1
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,despite hard rate business actually rare give star,0.0,0.903,0.097,0.0762,1
They really want to make your experience a good one.,1,really want make experience good one,0.0,0.609,0.391,0.5413,1
I will not return.,0,not return,0.0,1.0,0.0,0.0,0
I had the chicken Pho and it tasted very bland.,0,chicken pho tasted bland,0.0,1.0,0.0,0.0,0
Very disappointing!!!,0,disappointing,0.814,0.186,0.0,-0.6563,0
The grilled chicken was so tender and yellow from the saffron seasoning.,1,grilled chicken tender yellow saffron seasoning,0.0,1.0,0.0,0.0,0
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,drive thru mean not want wait around half hour food somehow end going make u wait wait,0.036,0.964,0.0,-0.0286,0
Pretty awesome place.,1,pretty awesome place,0.0,0.12,0.88,0.8074,1
Ambience is perfect.,1,ambience perfect,0.0,0.351,0.649,0.5719,1
Best of luck to the rude and non-customer service focused new management.,0,best luck rude non customer service focused new management,0.144,0.385,0.471,0.7783,1
Any grandmother can make a roasted chicken better than this one.,0,grandmother make roasted chicken better one,0.0,0.756,0.244,0.4404,1
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,asked multiple time wine list time ignored went hostess got one,0.099,0.901,0.0,-0.3182,0
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1,staff always super friendly helpful especially cool bring two small boy baby,0.0,0.556,0.444,0.915,1
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,four star food guy blue shirt great vibe still letting u eat,0.0,0.82,0.18,0.6588,1
The roast beef sandwich tasted really good!,1,roast beef sandwich tasted really good,0.0,0.633,0.367,0.54,1
"Same evening, him and I are both drastically sick.",0,evening drastically sick,0.32,0.68,0.0,-0.5106,0
High-quality chicken on the chicken Caesar salad.,1,high quality chicken chicken caesar salad,0.0,1.0,0.0,0.0,0
Ordered burger rare came in we'll done.,0,ordered burger rare came done,0.0,1.0,0.0,0.0,0
We were promptly greeted and seated.,1,promptly greeted seated,0.0,0.704,0.296,0.2732,1
Tried to go here for lunch and it was a madhouse.,0,tried go lunch madhouse,0.0,1.0,0.0,0.0,0
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,proven dead wrong sushi bar not quality great service fast food impeccable,0.166,0.743,0.09,-0.2846,0
"After waiting an hour and being seated, I was not in the greatest of moods.",0,waiting hour seated not greatest mood,0.206,0.794,0.0,-0.5216,0
This is a good joint.,1,good joint,0.0,0.508,0.492,0.4404,1
The Macarons here are insanely good.,1,macarons insanely good,0.0,0.633,0.367,0.4404,1
I'm not eating here!,0,not eating,0.0,1.0,0.0,0.0,0
"Our waiter was very attentive, friendly, and informative.",1,waiter attentive friendly informative,0.0,0.668,0.332,0.539,1
Maybe if they weren't cold they would have been somewhat edible.,0,maybe not cold would somewhat edible,0.0,1.0,0.0,0.0,0
This place has a lot of promise but fails to deliver.,0,place lot promise fails deliver,0.277,0.599,0.124,-0.4678,0
Very bad Experience!,0,bad experience,0.671,0.329,0.0,-0.623,0
What a mistake.,0,mistake,0.706,0.294,0.0,-0.34,0
Food was average at best.,0,food average best,0.0,0.488,0.512,0.6369,1
Great food.,1,great food,0.0,0.196,0.804,0.6249,1
We won't be going back anytime soon!,0,not going back anytime soon,0.0,1.0,0.0,0.0,0
Very Very Disappointed ordered the $35 Big Bay Plater.,0,disappointed ordered big bay plater,0.315,0.685,0.0,-0.5678,0
Great place to relax and have an awesome burger and beer.,1,great place relax awesome burger beer,0.0,0.419,0.581,0.9022,1
It is PERFECT for a sit-down family meal or get together with a few friends.,1,perfect sit family meal get together friend,0.0,0.594,0.406,0.8192,1
"Not much flavor to them, and very poorly constructed.",0,not much flavor poorly constructed,0.0,1.0,0.0,0.0,0
The patio seating was very comfortable.,1,patio seating comfortable,0.0,0.582,0.418,0.5563,1
The fried rice was dry as well.,0,fried rice dry well,0.0,0.741,0.259,0.2732,1
Hands down my favorite Italian restaurant!,1,hand favorite italian restaurant,0.0,0.603,0.397,0.5093,1
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,scream legit book somethat also pretty rare vega,0.171,0.642,0.187,0.0688,1
It was just not a fun experience.,1,not fun experience,0.351,0.649,0.0,-0.4023,0
The atmosphere was great with a lovely duo of violinists playing songs we requested.,1,atmosphere great lovely duo violinist playing song requested,0.0,0.508,0.492,0.8658,1
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,personally love hummus pita baklava falafel baba ganoush amazing eggplant,0.132,0.545,0.323,0.7088,1
"Very convenient, since we were staying at the MGM!",1,convenient since staying mgm,0.0,1.0,0.0,0.0,0
The owners are super friendly and the staff is courteous.,1,owner super friendly staff courteous,0.0,0.402,0.598,0.886,1
Both great!,1,great,0.0,0.185,0.815,0.6588,1
Eclectic selection.,1,eclectic selection,0.0,1.0,0.0,0.0,0
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1,sweet potato tot good onion ring perfection close,0.0,0.625,0.375,0.8402,1
The staff was very attentive.,1,staff attentive,0.0,1.0,0.0,0.0,0
And the chef was generous with his time (even came around twice so we can take pictures with him).,1,chef generous time even came around twice take picture,0.0,0.845,0.155,0.5106,1
"The owner used to work at Nobu, so this place is really similar for half the price.",1,owner used work nobu place really similar half price,0.0,1.0,0.0,0.0,0
Google mediocre and I imagine Smashburger will pop up.,0,google mediocre imagine smashburger pop,0.0,1.0,0.0,0.0,0
dont go here.,0,dont go,0.0,1.0,0.0,0.0,0
I promise they won't disappoint.,1,promise not disappoint,0.0,0.305,0.695,0.5511,1
As a sushi lover avoid this place by all means.,0,sushi lover avoid place mean,0.169,0.538,0.292,0.3818,1
What a great double cheeseburger!,1,great double cheeseburger,0.0,0.406,0.594,0.6588,1
Awesome service and food.,1,awesome service food,0.0,0.423,0.577,0.6249,1
A fantastic neighborhood gem !!!,1,fantastic neighborhood gem,0.0,0.401,0.599,0.6679,1
I can't wait to go back.,1,not wait go back,0.0,1.0,0.0,0.0,0
The plantains were the worst I've ever tasted.,0,plantain worst ever tasted,0.369,0.631,0.0,-0.6249,0
It's a great place and I highly recommend it.,1,great place highly recommend,0.0,0.42,0.58,0.7841,1
Service was slow and not attentive.,0,service slow not attentive,0.0,1.0,0.0,0.0,0
"I gave it 5 stars then, and I'm giving it 5 stars now.",1,gave star giving star,0.0,0.789,0.211,0.34,1
Your staff spends more time talking to themselves than me.,0,staff spends time talking,0.0,1.0,0.0,0.0,0
Dessert: Panna Cotta was amazing.,1,dessert panna cotta amazing,0.0,0.513,0.487,0.5859,1
"Very good food, great atmosphere.1",1,good food great atmosphere,0.0,0.284,0.716,0.8204,1
Damn good steak.,1,damn good steak,0.409,0.152,0.439,0.0516,1
Total brunch fail.,0,total brunch fail,0.636,0.364,0.0,-0.5423,0
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,price reasonable flavor spot sauce home made slaw not drenched mayo,0.0,0.866,0.134,0.4767,1
"The decor is nice, and the piano music soundtrack is pleasant.",1,decor nice piano music soundtrack pleasant,0.0,0.596,0.404,0.7269,1
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,steak amazing rge fillet relleno best seafood plate ever,0.0,0.743,0.257,0.6696,1
"Good food , good service .",1,good food good service,0.0,0.256,0.744,0.7003,1
It was absolutely amazing.,1,absolutely amazing,0.0,0.423,0.577,0.624,1
"I probably won't be back, to be honest.",0,probably not back honest,0.0,0.645,0.355,0.5106,1
will definitely be back!,1,definitely back,0.0,0.501,0.499,0.4574,1
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,sergeant pepper beef sandwich auju sauce excellent sandwich well,0.0,0.674,0.326,0.7003,1
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,hawaiian breeze mango magic pineapple delight smoothy tried far good,0.0,0.714,0.286,0.7783,1
Went for lunch - service was slow.,0,went lunch service slow,0.0,1.0,0.0,0.0,0
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,much say place walked expected amazing quickly disappointed,0.145,0.771,0.084,-0.4118,0
I was mortified.,0,mortified,0.0,1.0,0.0,0.0,0
"Needless to say, we will never be back here again.",0,needless say never back,0.0,1.0,0.0,0.0,0
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,anyways food definitely not filling price pay expect,0.066,0.806,0.128,0.3182,1
"The chips that came out were dripping with grease, and mostly not edible.",0,chip came dripping grease mostly not edible,0.0,1.0,0.0,0.0,0
I wasn't really impressed with Strip Steak.,0,not really impressed strip steak,0.357,0.643,0.0,-0.4158,0
Have been going since 2007 and every meal has been awesome!!,1,going since every meal awesome,0.0,0.681,0.319,0.6892,1
Our server was very nice and attentive as were the other serving staff.,1,server nice attentive serving staff,0.0,0.795,0.205,0.4754,1
The cashier was friendly and even brought the food out to me.,1,cashier friendly even brought food,0.0,0.775,0.225,0.4939,1
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,work hospitality industry paradise valley refrained recommending cibo longer,0.0,0.781,0.219,0.6369,1
The atmosphere here is fun.,1,atmosphere fun,0.0,0.548,0.452,0.5106,1
Would not recommend to others.,0,would not recommend others,0.345,0.655,0.0,-0.2755,0
"Service is quick and even ""to go"" orders are just like we like it!",1,service quick even go order like like,0.0,0.694,0.306,0.6476,1
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,mean really get famous fish chip terrible,0.222,0.778,0.0,-0.6783,0
"That said, our mouths and bellies were still quite pleased.",1,said mouth belly still quite pleased,0.0,0.738,0.262,0.4927,1
Not my thing.,0,not thing,0.0,1.0,0.0,0.0,0
2 Thumbs Up!!,1,thumb,0.0,1.0,0.0,0.0,0
If you are reading this please don't go there.,0,reading please not go,0.0,0.753,0.247,0.3869,1
"I loved the grilled pizza, reminded me of legit Italian pizza.",1,loved grilled pizza reminded legit italian pizza,0.0,0.698,0.302,0.5994,1
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,pro large seating area nice bar area great simple drink menu best brick oven pizza homemade dough,0.0,0.584,0.416,0.9205,1
They have a really nice atmosphere.,1,really nice atmosphere,0.0,0.564,0.436,0.4754,1
Tonight I had the Elk Filet special...and it sucked.,0,tonight elk filet special sucked,0.3,0.7,0.0,-0.4588,0
"After one bite, I was hooked.",1,one bite hooked,0.0,1.0,0.0,0.0,0
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,ordered old classic new dish going time sorely disappointed everything,0.14,0.86,0.0,-0.4767,0
"Cute, quaint, simple, honest.",1,cute quaint simple honest,0.0,0.241,0.759,0.743,1
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,chicken deliciously seasoned perfect fry outside moist chicken inside,0.0,0.72,0.28,0.765,1
"The food was great as always, compliments to the chef.",1,food great always compliment chef,0.0,0.541,0.459,0.7783,1
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,special thanks dylan recommendation order yummy tummy,0.0,0.538,0.462,0.9001,1
Awesome selection of beer.,1,awesome selection beer,0.0,0.423,0.577,0.6249,1
Great food and awesome service!,1,great food awesome service,0.0,0.261,0.739,0.8588,1
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,one nice thing added gratuity bill since party larger not expect tip,0.0,0.82,0.18,0.6705,1
A FLY was in my apple juice.. A FLY!!!!!!!!,0,fly apple juice fly,0.0,1.0,0.0,0.0,0
The Han Nan Chicken was also very tasty.,1,han nan chicken also tasty,0.0,1.0,0.0,0.0,0
"As for the service, I thought it was good.",1,service thought good,0.0,0.707,0.293,0.4404,1
"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,food barely lukewarm must sitting waiting server bring u,0.0,1.0,0.0,0.0,0
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,ryan bar definitely one edinburgh establishment not revisiting,0.0,0.769,0.231,0.4019,1
Nicest Chinese restaurant I've been in a while.,1,nicest chinese restaurant,0.0,0.652,0.348,0.4939,1
"Overall, I like there food and the service.",1,overall like food service,0.0,0.706,0.294,0.3612,1
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,also serve indian naan bread hummus spicy pine nut sauce world,0.0,1.0,0.0,0.0,0
"Probably never coming back, and wouldn't recommend it.",0,probably never coming back would not recommend,0.232,0.768,0.0,-0.2755,0
"Friend's pasta -- also bad, he barely touched it.",0,friend pasta also bad barely touched,0.304,0.696,0.0,-0.5423,0
"Try them in the airport to experience some tasty food and speedy, friendly service.",1,try airport experience tasty food speedy friendly service,0.0,0.802,0.198,0.4939,1
I love the decor with the Chinese calligraphy wall paper.,1,love decor chinese calligraphy wall paper,0.0,0.656,0.344,0.6369,1
Never had anything to complain about here.,1,never anything complain,0.294,0.706,0.0,-0.3612,0
The restaurant is very clean and has a family restaurant feel to it.,1,restaurant clean family restaurant feel,0.0,0.786,0.214,0.4576,1
It was way over fried.,0,way fried,0.0,1.0,0.0,0.0,0
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,not sure long stood long enough begin feel awkwardly place,0.174,0.826,0.0,-0.5316,0
"When I opened the sandwich, I was impressed, but not in a good way.",0,opened sandwich impressed not good way,0.22,0.636,0.145,-0.2638,0
Will not be back!,0,not back,0.0,1.0,0.0,0.0,0
There was a warm feeling with the service and I felt like their guest for a special treat.,1,warm feeling service felt like guest special treat,0.0,0.469,0.531,0.8519,1
An extensive menu provides lots of options for breakfast.,1,extensive menu provides lot option breakfast,0.0,1.0,0.0,0.0,0
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,always order vegetarian menu dinner wide array option choose,0.0,1.0,0.0,0.0,0
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,watched price inflate portion get smaller management attitude grow rapidly,0.0,1.0,0.0,0.0,0
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,wonderful lil tapa ambience made feel warm fuzzy inside,0.0,0.682,0.318,0.6808,1
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,got enjoy seafood salad fabulous vinegrette,0.0,0.515,0.485,0.765,1
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,wonton thin not thick chewy almost melt mouth,0.0,1.0,0.0,0.0,0
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,level spicy perfect spice not whelm soup,0.0,0.709,0.291,0.5719,1
We were sat right on time and our server from the get go was FANTASTIC!,1,sat right time server get go fantastic,0.0,0.752,0.248,0.6833,1
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,main thing not enjoy crowd older crowd around mid,0.141,0.859,0.0,-0.3875,0
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,side town definitely spot hit,0.0,0.834,0.166,0.4574,1
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,wait minute get drink longer get arepas,0.0,1.0,0.0,0.0,0
This is a GREAT place to eat!,1,great place eat,0.0,0.494,0.506,0.729,1
The jalapeno bacon is soooo good.,1,jalapeno bacon soooo good,0.0,0.633,0.367,0.4404,1
The service was poor and thats being nice.,0,service poor thats nice,0.261,0.504,0.235,-0.0772,0
"Food was good, service was good, Prices were good.",1,food good service good price good,0.0,0.408,0.592,0.8271,1
The place was not clean and the food oh so stale!,0,place not clean food oh stale,0.203,0.797,0.0,-0.3716,0
"The chicken dishes are OK, the beef is like shoe leather.",0,chicken dish ok beef like shoe leather,0.0,0.624,0.376,0.6633,1
But the service was beyond bad.,0,service beyond bad,0.487,0.513,0.0,-0.6956,0
"I'm so happy to be here!!!""",1,happy,0.0,0.507,0.493,0.7067,1
Tasted like dirt.,0,tasted like dirt,0.407,0.169,0.424,0.0258,0
One of the few places in Phoenix that I would definately go back to again .,1,one place phoenix would definately go back,0.0,1.0,0.0,0.0,0
The block was amazing.,1,block amazing,0.333,0.23,0.437,0.2263,1
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,close house low key non fancy affordable price good food,0.0,0.791,0.209,0.4404,1
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,hot sour egg flower soup absolutely star,0.0,1.0,0.0,0.0,0
My sashimi was poor quality being soggy and tasteless.,0,sashimi poor quality soggy tasteless,0.279,0.721,0.0,-0.4767,0
Great time - family dinner on a Sunday night.,1,great time family dinner sunday night,0.0,0.594,0.406,0.6249,1
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,food not tasty not say real traditional hunan style,0.0,1.0,0.0,0.0,0
"What did bother me, was the slow service.",0,bother slow service,0.255,0.745,0.0,-0.34,0
The flair bartenders are absolutely amazing!,1,flair bartender absolutely amazing,0.0,0.533,0.467,0.6581,1
